angola,all,2022,06
angola,all,2022,06
angola,all,2022,06
angola,all,2022,06
argentina,all,2022,01
argentina,advertising-and-marketing,2022,01
argentina,banking,2022,01
argentina,computer-software-and-development,2022,01
argentina,e-commerce-and-retail,2022,01
argentina,entertainment,2022,01
argentina,finance,2022,01
argentina,games,2022,01
argentina,health,2022,01
argentina,information-technology,2022,01
argentina,news-and-media,2022,01
argentina,real-estate,2022,01
angola,all,2022,06
argentina,all,2022,01
argentina,advertising-and-marketing,2022,01
argentina,banking,2022,01
argentina,computer-software-and-development,2022,01
argentina,e-commerce-and-retail,2022,01
argentina,entertainment,2022,01
argentina,finance,2022,01
argentina,games,2022,01
argentina,health,2022,01
argentina,information-technology,2022,01
argentina,news-and-media,2022,01
argentina,online-services,2022,01
argentina,real-estate,2022,01
argentina,sports,2022,01
australia,all,2021,12
australia,all,2022,05
australia,all,2022,08
australia,advertising-and-marketing,2022,01
australia,banking,2022,01
australia,computer-software-and-development,2022,01
australia,e-commerce-and-retail,2022,01
australia,entertainment,2021,12
australia,finance,2021,12
australia,games,2022,01
australia,health,2021,12
australia,information-technology,2022,01
australia,news-and-media,2022,01
australia,online-services,2022,01
australia,real-estate,2022,01
australia,sports,2022,01
australia,travel-and-tourism,2022,01
austria,all,2022,05
austria,all,2022,06
belgium,all,2022,05
belgium,all,2022,06
brazil,all,2021,12
brazil,all,2022,05
brazil,all,2022,06
brazil,advertising-and-marketing,2022,01
brazil,banking,2022,01
brazil,computer-software-and-development,2022,01
brazil,e-commerce-and-retail,2022,01
brazil,entertainment,2021,12
brazil,finance,2021,12
brazil,games,2022,01
brazil,health,2021,12
brazil,information-technology,2022,01
brazil,news-and-media,2022,01
brazil,online-services,2022,01
brazil,real-estate,2022,01
brazil,sports,2022,01
brazil,travel-and-tourism,2022,01
canada,all,2021,12
canada,all,2022,04
canada,all,2022,05
canada,advertising-and-marketing,2022,01
canada,banking,2022,01
canada,computer-software-and-development,2022,01
canada,e-commerce-and-retail,2022,01
canada,entertainment,2021,12
canada,finance,2021,12
canada,games,2022,01
canada,health,2021,12
canada,information-technology,2022,01
canada,news-and-media,2022,01
canada,online-services,2022,01
canada,real-estate,2022,01
canada,sports,2022,01
canada,travel-and-tourism,2022,01
france,all,2021,12
france,all,2022,05
france,all,2022,06
france,all,2022,08
france,advertising-and-marketing,2022,01
france,banking,2022,01
france,computer-software-and-development,2022,01
france,e-commerce-and-retail,2022,01
france,entertainment,2021,12
france,finance,2021,12
france,games,2022,01
france,health,2021,12
france,information-technology,2022,01
france,news-and-media,2022,01
france,online-services,2022,01
france,real-estate,2022,01
france,sports,2022,01
france,travel-and-tourism,2022,01
germany,all,2021,12
germany,advertising-and-marketing,2022,01
germany,banking,2022,01
germany,computer-software-and-development,2022,01
germany,e-commerce-and-retail,2022,01
germany,entertainment,2021,12
germany,finance,2021,12
germany,games,2022,01
germany,health,2021,12
germany,information-technology,2022,01
germany,news-and-media,2022,01
germany,online-services,2022,01
germany,real-estate,2022,01
germany,sports,2022,01
germany,travel-and-tourism,2022,01
global,all,2022,06
global,accommodation-and-hotels,2022,05
global,advertising-and-marketing,2022,01
global,airlines,2022,05
global,airlines,2022,06
global,banking,2022,01
global,banking,2022,05
global,computer-software-and-development,2022,01
global,computer-software-and-development,2022,05
global,computer-software-and-development,2022,09
global,e-commerce-and-retail,2022,01
global,e-commerce-and-retail,2022,05
global,e-commerce-and-retail,2022,09
global,education,2022,05
global,entertainment,2021,12
global,entertainment,2022,08
global,finance,2021,12
global,finance,2022,03
global,games,2022,01
global,health,2021,12
global,health,2022,08
global,information-technology,2022,01
global,information-technology,2022,09
global,market-research,2022,10
global,news-and-media,2022,01
global,news-and-media,2022,06
global,online-services,2022,01
global,online-services,2022,06
global,real-estate,2022,01
global,science,2022,06
global,sports,2022,01
global,travel-and-tourism,2022,01
global,travel-and-tourism,2022,07
global,vehicles,2022,06
greece,all,2022,05
greece,all,2022,06
india,all,2021,12
india,all,2022,05
india,all,2022,07
india,advertising-and-marketing,2022,01
india,banking,2022,01
india,computer-software-and-development,2022,01
india,e-commerce-and-retail,2022,01
india,entertainment,2021,12
india,finance,2021,12
india,games,2022,01
india,information-technology,2022,01
india,news-and-media,2022,01
india,online-services,2022,01
india,real-estate,2022,01
india,sports,2022,01
india,travel-and-tourism,2022,01
indonesia,all,2021,12
indonesia,all,2022,06
indonesia,advertising-and-marketing,2022,01
indonesia,banking,2022,01
indonesia,computer-software-and-development,2022,01
indonesia,entertainment,2021,12
indonesia,finance,2021,12
indonesia,games,2022,01
indonesia,information-technology,2022,01
indonesia,news-and-media,2022,01
indonesia,online-services,2022,01
indonesia,real-estate,2022,01
indonesia,sports,2022,01
indonesia,travel-and-tourism,2022,01
italy,all,2022,01
italy,all,2022,09
italy,advertising-and-marketing,2022,01
italy,banking,2022,01
italy,computer-software-and-development,2022,01
italy,e-commerce-and-retail,2022,01
italy,entertainment,2022,01
italy,finance,2022,01
italy,games,2022,01
italy,health,2022,01
italy,information-technology,2022,01
italy,news-and-media,2022,01
italy,online-services,2022,01
italy,real-estate,2022,01
italy,sports,2022,01
italy,travel-and-tourism,2022,01
japan,all,2021,12
japan,all,2022,05
japan,all,2022,06
japan,advertising-and-marketing,2022,01
japan,banking,2022,01
japan,computer-software-and-development,2022,01
japan,e-commerce-and-retail,2022,01
japan,entertainment,2021,12
japan,finance,2021,12
japan,games,2022,01
japan,health,2021,12
japan,information-technology,2022,01
japan,news-and-media,2022,01
japan,online-services,2022,01
japan,real-estate,2022,01
japan,sports,2022,01
mexico,all,2022,08
mexico,all,2022,08
netherlands,all,2022,06
philippines,all,2022,06
portugal,all,2022,01
portugal,advertising-and-marketing,2022,01
portugal,banking,2022,01
portugal,computer-software-and-development,2022,01
portugal,e-commerce-and-retail,2022,01
portugal,entertainment,2022,01
portugal,finance,2022,01
portugal,games,2022,01
portugal,health,2022,01
portugal,information-technology,2022,01
portugal,news-and-media,2022,01
portugal,online-services,2022,01
portugal,real-estate,2022,01
portugal,sports,2022,01
portugal,travel-and-tourism,2022,01
angola,all,2022,06
argentina,all,2022,01
argentina,advertising-and-marketing,2022,01
argentina,banking,2022,01
argentina,computer-software-and-development,2022,01
argentina,e-commerce-and-retail,2022,01
argentina,finance,2022,01
argentina,games,2022,01
angola,all,2022,06
angola,all,2022,06
argentina,all,2022,01
argentina,advertising-and-marketing,2022,01
argentina,banking,2022,01
argentina,computer-software-and-development,2022,01
argentina,e-commerce-and-retail,2022,01
argentina,entertainment,2022,01
argentina,all,2022,01
argentina,advertising-and-marketing,2022,01
argentina,banking,2022,01
argentina,e-commerce-and-retail,2022,01
argentina,information-technology,2022,01
argentina,travel-and-tourism,2022,01
australia,all,2021,12
australia,banking,2022,01
australia,games,2022,01
australia,health,2021,12
australia,information-technology,2022,01
australia,online-services,2022,01
australia,sports,2022,01
brazil,all,2021,12
brazil,all,2022,05
brazil,advertising-and-marketing,2022,01
brazil,banking,2022,01
brazil,computer-software-and-development,2022,01
brazil,e-commerce-and-retail,2022,01
brazil,entertainment,2021,12
brazil,finance,2021,12
brazil,games,2022,01
brazil,health,2021,12
brazil,information-technology,2022,01
brazil,news-and-media,2022,01
brazil,online-services,2022,01
brazil,real-estate,2022,01
brazil,sports,2022,01
brazil,travel-and-tourism,2022,01
canada,all,2021,12
canada,all,2022,04
canada,all,2022,05
canada,advertising-and-marketing,2022,01
canada,banking,2022,01
canada,computer-software-and-development,2022,01
canada,e-commerce-and-retail,2022,01
canada,entertainment,2021,12
canada,finance,2021,12
canada,games,2022,01
canada,health,2021,12
canada,information-technology,2022,01
canada,news-and-media,2022,01
canada,online-services,2022,01
canada,real-estate,2022,01
canada,sports,2022,01
canada,travel-and-tourism,2022,01
france,all,2021,12
france,all,2022,05
france,all,2022,08
france,advertising-and-marketing,2022,01
france,banking,2022,01
france,computer-software-and-development,2022,01
france,e-commerce-and-retail,2022,01
france,entertainment,2021,12
france,finance,2021,12
france,games,2022,01
france,health,2021,12
france,information-technology,2022,01
france,news-and-media,2022,01
france,online-services,2022,01
france,real-estate,2022,01
france,sports,2022,01
france,travel-and-tourism,2022,01
germany,all,2021,12
germany,advertising-and-marketing,2022,01
germany,banking,2022,01
germany,computer-software-and-development,2022,01
germany,e-commerce-and-retail,2022,01
germany,entertainment,2021,12
germany,finance,2021,12
germany,games,2022,01
germany,health,2021,12
germany,information-technology,2022,01
germany,news-and-media,2022,01
germany,online-services,2022,01
germany,real-estate,2022,01
germany,sports,2022,01
germany,travel-and-tourism,2022,01
global,accommodation-and-hotels,2022,05
global,advertising-and-marketing,2022,01
global,airlines,2022,05
global,airlines,2022,06
global,banking,2022,01
global,banking,2022,05
global,computer-software-and-development,2022,01
global,computer-software-and-development,2022,09
global,e-commerce-and-retail,2022,01
global,e-commerce-and-retail,2022,05
global,e-commerce-and-retail,2022,09
global,entertainment,2021,12
global,entertainment,2022,08
global,finance,2021,12
global,finance,2022,03
global,games,2022,01
global,health,2021,12
global,health,2022,08
global,information-technology,2022,01
global,information-technology,2022,09
global,market-research,2022,10
global,news-and-media,2022,01
global,online-services,2022,01
global,real-estate,2022,01
global,science,2022,06
global,sports,2022,01
global,travel-and-tourism,2022,01
global,travel-and-tourism,2022,07
greece,all,2022,05
india,all,2021,12
india,all,2022,05
india,all,2022,07
india,advertising-and-marketing,2022,01
india,banking,2022,01
india,computer-software-and-development,2022,01
india,e-commerce-and-retail,2022,01
india,entertainment,2021,12
india,finance,2021,12
india,games,2022,01
india,health,2021,12
india,information-technology,2022,01
india,news-and-media,2022,01
india,online-services,2022,01
india,real-estate,2022,01
india,sports,2022,01
india,travel-and-tourism,2022,01
indonesia,all,2021,12
indonesia,advertising-and-marketing,2022,01
indonesia,banking,2022,01
indonesia,computer-software-and-development,2022,01
indonesia,e-commerce-and-retail,2022,01
indonesia,entertainment,2021,12
indonesia,games,2022,01
indonesia,health,2021,12
indonesia,information-technology,2022,01
indonesia,news-and-media,2022,01
indonesia,online-services,2022,01
indonesia,real-estate,2022,01
indonesia,sports,2022,01
indonesia,travel-and-tourism,2022,01
italy,all,2022,01
italy,all,2022,09
italy,advertising-and-marketing,2022,01
italy,banking,2022,01
italy,computer-software-and-development,2022,01
italy,e-commerce-and-retail,2022,01
italy,entertainment,2022,01
italy,finance,2022,01
italy,games,2022,01
italy,health,2022,01
italy,information-technology,2022,01
italy,news-and-media,2022,01
italy,all,2022,01
italy,all,2022,09
italy,advertising-and-marketing,2022,01
italy,banking,2022,01
italy,computer-software-and-development,2022,01
italy,e-commerce-and-retail,2022,01
italy,entertainment,2022,01
italy,finance,2022,01
italy,games,2022,01
italy,health,2022,01
italy,information-technology,2022,01
italy,news-and-media,2022,01
italy,online-services,2022,01
italy,real-estate,2022,01
italy,sports,2022,01
italy,travel-and-tourism,2022,01
japan,all,2021,12
japan,all,2022,05
japan,advertising-and-marketing,2022,01
japan,banking,2022,01
japan,computer-software-and-development,2022,01
japan,e-commerce-and-retail,2022,01
japan,entertainment,2021,12
japan,games,2022,01
japan,health,2021,12
japan,information-technology,2022,01
japan,news-and-media,2022,01
japan,online-services,2022,01
japan,real-estate,2022,01
japan,sports,2022,01
japan,travel-and-tourism,2022,01
mexico,all,2022,08
mexico,all,2022,08
portugal,all,2022,01
portugal,advertising-and-marketing,2022,01
portugal,banking,2022,01
portugal,computer-software-and-development,2022,01
portugal,e-commerce-and-retail,2022,01
portugal,entertainment,2022,01
portugal,finance,2022,01
portugal,games,2022,01
portugal,health,2022,01
portugal,information-technology,2022,01
portugal,news-and-media,2022,01
portugal,online-services,2022,01
portugal,real-estate,2022,01
portugal,sports,2022,01
portugal,travel-and-tourism,2022,01
south-korea,all,2022,05
south-korea,all,2022,07
spain,all,2022,01
spain,all,2022,06
spain,advertising-and-marketing,2022,01
spain,banking,2022,01
spain,computer-software-and-development,2022,01
spain,e-commerce-and-retail,2022,01
spain,entertainment,2022,01
spain,finance,2022,01
spain,games,2022,01
spain,health,2022,01
spain,information-technology,2022,01
spain,news-and-media,2022,01
spain,online-services,2022,01
spain,real-estate,2022,01
spain,sports,2022,01
spain,travel-and-tourism,2022,01
thailand,all,2022,06
turkey,all,2022,01
turkey,advertising-and-marketing,2022,01
turkey,banking,2022,01
turkey,computer-software-and-development,2022,01
turkey,e-commerce-and-retail,2022,01
turkey,entertainment,2022,01
turkey,finance,2022,01
turkey,games,2022,01
turkey,health,2022,01
turkey,information-technology,2022,01
turkey,news-and-media,2022,01
turkey,online-services,2022,01
turkey,real-estate,2022,01
turkey,sports,2022,01
turkey,travel-and-tourism,2022,01
united-kingdom,all,2021,10
united-kingdom,all,2021,12
united-kingdom,all,2022,06
united-kingdom,advertising-and-marketing,2022,01
united-kingdom,banking,2022,01
united-kingdom,computer-software-and-development,2022,01
united-kingdom,e-commerce-and-retail,2022,01
united-kingdom,entertainment,2021,12
united-kingdom,finance,2021,12
united-kingdom,games,2022,01
united-kingdom,health,2021,12
united-kingdom,information-technology,2022,01
united-kingdom,news-and-media,2022,01
united-kingdom,online-services,2022,01
united-kingdom,real-estate,2022,01
united-kingdom,travel-and-tourism,2022,01
united-states,all,2021,10
united-states,all,2021,11
united-states,all,2021,12
united-states,all,2022,01
united-states,advertising-and-marketing,2022,01
united-states,banking,2022,01
united-states,computer-software-and-development,2022,01
united-states,e-commerce-and-retail,2022,01
united-states,entertainment,2021,12
united-states,finance,2021,12
united-states,games,2022,01
united-states,health,2021,12
united-states,information-technology,2022,01
united-states,news-and-media,2022,01
united-states,online-services,2022,01
united-states,real-estate,2022,01
united-states,sports,2022,01
united-states,travel-and-tourism,2022,01
